Nombre,ID,BDI,Sector,Clase,Subclase,Subclase2,Subclase3,Subclase4,Subclase5
Personal ocupado en Zona Urbana. Servicios públicos. Universo total,6207129138,BISE,Demografía y Sociedad,Empleo y Ocupación,Personal ocupado en Zona Urbana. Servicios públicos. Universo total,,,,
Personal ocupado que inició operaciones antes del año censal. Zona Urbana. Universo total,6207129139,BISE,Demografía y Sociedad,Empleo y Ocupación,Personal ocupado que inició operaciones antes del año censal. Zona Urbana. Universo total,,,,
Personal ocupado en Zona Urbana. Asociaciones religiosas. Universo total,6207129140,BISE,Demografía y Sociedad,Empleo y Ocupación,Personal ocupado en Zona Urbana. Asociaciones religiosas. Universo total,,,,
Personal ocupado de servicios públicos y asociaciones religiosas. Universo total,6207129141,BISE,Demografía y Sociedad,Empleo y Ocupación,Personal ocupado de servicios públicos y asociaciones religiosas. Universo total,,,,
Personal ocupado en Zona Urbana. Sector privado y paraestatal. Universo total,6207129142,BISE,Demografía y Sociedad,Empleo y Ocupación,Personal ocupado en Zona Urbana. Sector privado y paraestatal. Universo total,,,,
Personal ocupado que inició operaciones antes del año censal. Universo total,6207129145,BISE,Demografía y Sociedad,Empleo y Ocupación,Personal ocupado que inició operaciones antes del año censal. Universo total,,,,
Tasa de crecimiento de Personal ocupado total. Sector privado y paraestatal,6207129551,BISE,Demografía y Sociedad,Empleo y Ocupación,Tasa de crecimiento de Personal ocupado total. Sector privado y paraestatal,,,,
Proporción de escaños ocupados por mujeres en la Cámara de Diputados,6300000253,BISE,Demografía y Sociedad,Empleo y Ocupación,Proporción de escaños ocupados por mujeres en la Cámara de Diputados,,,,
Proporción de escaños ocupados por mujeres en la Cámara de Senadores,6300000256,BISE,Demografía y Sociedad,Empleo y Ocupación,Proporción de escaños ocupados por mujeres en la Cámara de Senadores,,,,
Proporción de mujeres en el total de asalariados en el sector no agropecuario - 14 años y más; serie 1995 - 2013,6300000259,BISE,Demografía y Sociedad,Empleo y Ocupación,Proporción de mujeres en el total de asalariados en el sector no agropecuario - 14 años y más; serie 1995 - 2013,,,,
Conflictos de trabajo,1007000012,BISE,Demografía y Sociedad,Empleo y ocupación,Conflictos de trabajo,,,,
Conflictos de trabajo solucionados,1007000013,BISE,Demografía y Sociedad,Empleo y ocupación,Conflictos de trabajo solucionados,,,,
Huelgas estalladas,1007000014,BISE,Demografía y Sociedad,Empleo y ocupación,Huelgas estalladas,,,,
Huelgas solucionadas,1007000015,BISE,Demografía y Sociedad,Empleo y ocupación,Huelgas solucionadas,,,,
Personal ocupado total. Universo total,5000000002,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado total. Universo total,,,,
Personal ocupado total. Sector privado y paraestatal,5300000011,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado total. Sector privado y paraestatal,,,,
Personal ocupado total. Gran sector 43-46. Comercio,5300000012,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado total. Gran sector 43-46. Comercio,,,,
"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros",5300000013,BISE,Demografía y Sociedad,Empleo y ocupación,"Personal ocupado total. Gran sector 51 ,53 ,54 ,55, 56, 61, 62, 71, 72 y 81. Servicios privados no financieros",,,,
Personal ocupado total. Sector 11. Pesca y acuicultura,5300000014,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado total. Sector 11. Pesca y acuicultura,,,,
Personal ocupado total. Sector 21. Minería,5300000015,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado total. Sector 21. Minería,,,,
"Personal ocupado total. Sector 22. Electricidad, agua y gas",5300000016,BISE,Demografía y Sociedad,Empleo y ocupación,"Personal ocupado total. Sector 22. Electricidad, agua y gas",,,,
Personal ocupado total. Sector 23. Construcción,5300000017,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado total. Sector 23. Construcción,,,,
Personal ocupado total. Sector 31-33. Industrias manufactureras,5300000018,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado total. Sector 31-33. Industrias manufactureras,,,,
Personal ocupado total. Sector 48-49. Transportes,5300000019,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado total. Sector 48-49. Transportes,,,,
Personal ocupado total. Sector 52. Servicios financieros y de seguros,5300000020,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado total. Sector 52. Servicios financieros y de seguros,,,,
Población no económicamente activa - 15 años y más,6200032077,BISE,Demografía y Sociedad,Empleo y ocupación,Población no económicamente activa - 15 años y más,,,,
Población no económicamente activa disponible - 15 años y más,6200032078,BISE,Demografía y Sociedad,Empleo y ocupación,Población no económicamente activa disponible - 15 años y más,,,,
Población no económicamente activa no disponible - 15 años y más,6200032079,BISE,Demografía y Sociedad,Empleo y ocupación,Población no económicamente activa no disponible - 15 años y más,,,,
Población ocupada con ingresos de hasta un salario mínimo - 15 años y más,6200032080,BISE,Demografía y Sociedad,Empleo y ocupación,Población ocupada con ingresos de hasta un salario mínimo - 15 años y más,,,,
"Población ocupada con ingresos de hasta un salario mínimo - 15 años y más, hombres",6200032081,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos de hasta un salario mínimo - 15 años y más, hombres",,,,
"Población ocupada con ingresos de hasta un salario mínimo - 15 años y más, mujeres",6200032082,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos de hasta un salario mínimo - 15 años y más, mujeres",,,,
Población ocupada con ingresos de más de 1 hasta 2 salarios mínimos - 15 años y más,6200032083,BISE,Demografía y Sociedad,Empleo y ocupación,Población ocupada con ingresos de más de 1 hasta 2 salarios mínimos - 15 años y más,,,,
"Población ocupada con ingresos de más de 1 hasta 2 salarios mínimos - 15 años y más, hombres",6200032084,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos de más de 1 hasta 2 salarios mínimos - 15 años y más, hombres",,,,
"Población ocupada con ingresos de más de 1 hasta 2 salarios mínimos - 15 años y más, mujeres",6200032085,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos de más de 1 hasta 2 salarios mínimos - 15 años y más, mujeres",,,,
Población ocupada con ingresos de más de 2 hasta 3 salarios mínimos - 15 años y más,6200032086,BISE,Demografía y Sociedad,Empleo y ocupación,Población ocupada con ingresos de más de 2 hasta 3 salarios mínimos - 15 años y más,,,,
"Población ocupada con ingresos de más de 2 hasta 3 salarios mínimos - 15 años y más, hombres",6200032087,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos de más de 2 hasta 3 salarios mínimos - 15 años y más, hombres",,,,
"Población ocupada con ingresos de más de 2 hasta 3 salarios mínimos - 15 años y más, mujeres",6200032088,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos de más de 2 hasta 3 salarios mínimos - 15 años y más, mujeres",,,,
Población ocupada con ingresos de más de 3 hasta 5 salarios mínimos - 15 años y más,6200032089,BISE,Demografía y Sociedad,Empleo y ocupación,Población ocupada con ingresos de más de 3 hasta 5 salarios mínimos - 15 años y más,,,,
"Población ocupada con ingresos de más de 3 hasta 5 salarios mínimos - 15 años y más, hombres",6200032090,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos de más de 3 hasta 5 salarios mínimos - 15 años y más, hombres",,,,
"Población ocupada con ingresos de más de 3 hasta 5 salarios mínimos - 15 años y más, mujeres",6200032091,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos de más de 3 hasta 5 salarios mínimos - 15 años y más, mujeres",,,,
Población ocupada con ingresos de más de 5 salarios mínimos - 15 años y más,6200032092,BISE,Demografía y Sociedad,Empleo y ocupación,Población ocupada con ingresos de más de 5 salarios mínimos - 15 años y más,,,,
"Población ocupada con ingresos de más de 5 salarios mínimos - 15 años y más, hombres",6200032093,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos de más de 5 salarios mínimos - 15 años y más, hombres",,,,
"Población ocupada con ingresos de más de 5 salarios mínimos - 15 años y más, mujeres",6200032094,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos de más de 5 salarios mínimos - 15 años y más, mujeres",,,,
Población ocupada que no recibe ingresos - 15 años y más,6200032095,BISE,Demografía y Sociedad,Empleo y ocupación,Población ocupada que no recibe ingresos - 15 años y más,,,,
"Población ocupada que no recibe ingresos - 15 años y más, hombres",6200032096,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada que no recibe ingresos - 15 años y más, hombres",,,,
"Población ocupada que no recibe ingresos - 15 años y más, mujeres",6200032097,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada que no recibe ingresos - 15 años y más, mujeres",,,,
Población ocupada con ingresos no especificados - 15 años y más,6200032098,BISE,Demografía y Sociedad,Empleo y ocupación,Población ocupada con ingresos no especificados - 15 años y más,,,,
"Población ocupada con ingresos no especificados - 15 años y más, hombres",6200032099,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos no especificados - 15 años y más, hombres",,,,
"Población ocupada con ingresos no especificados - 15 años y más, mujeres",6200032100,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada con ingresos no especificados - 15 años y más, mujeres",,,,
Cantidad de personal ocupado total en la prestación del servicio de agua potable,6200089275,BISE,Demografía y Sociedad,Empleo y ocupación,Cantidad de personal ocupado total en la prestación del servicio de agua potable,,,,
Cantidad de personal sindicalizado ocupado en la prestación del servicio de agua potable,6200089276,BISE,Demografía y Sociedad,Empleo y ocupación,Cantidad de personal sindicalizado ocupado en la prestación del servicio de agua potable,,,,
Cantidad de personal de confianza ocupado en la prestación del servicio de agua potable,6200089277,BISE,Demografía y Sociedad,Empleo y ocupación,Cantidad de personal de confianza ocupado en la prestación del servicio de agua potable,,,,
Población ocupada en el sector informal - 15 años y más,6200093709,BISE,Demografía y Sociedad,Empleo y ocupación,Población ocupada en el sector informal - 15 años y más,,,,
"Población ocupada en el sector informal - 15 años y más, mujeres",6200093715,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada en el sector informal - 15 años y más, mujeres",,,,
"Población ocupada en el sector informal - 15 años y más, hombres",6200093716,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada en el sector informal - 15 años y más, hombres",,,,
"Población ocupada - 15 años y más, hombres",6200093950,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada - 15 años y más, hombres",,,,
Población ocupada - 15 años y más,6200093954,BISE,Demografía y Sociedad,Empleo y ocupación,Población ocupada - 15 años y más,,,,
"Población ocupada - 15 años y más, mujeres",6200093956,BISE,Demografía y Sociedad,Empleo y ocupación,"Población ocupada - 15 años y más, mujeres",,,,
Población económicamente activa - 15 años y más,6200093960,BISE,Demografía y Sociedad,Empleo y ocupación,Población económicamente activa - 15 años y más,,,,
Población en edad de trabajar  (15 años y más),6200093963,BISE,Demografía y Sociedad,Empleo y ocupación,Población en edad de trabajar  (15 años y más),,,,
Población desocupada - 15 años y más,6200093973,BISE,Demografía y Sociedad,Empleo y ocupación,Población desocupada - 15 años y más,,,,
"Población desocupada - 15 años y más, hombres",6200093974,BISE,Demografía y Sociedad,Empleo y ocupación,"Población desocupada - 15 años y más, hombres",,,,
"Población desocupada - 15 años y más, mujeres",6200093975,BISE,Demografía y Sociedad,Empleo y ocupación,"Población desocupada - 15 años y más, mujeres",,,,
Porcentaje de población de 12 años y más económicamente activa,6207019030,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de población de 12 años y más económicamente activa,,,,
Porcentaje de la población de 12 años y más No Económicamente Activa,6207019035,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de la población de 12 años y más No Económicamente Activa,,,,
Porcentaje de la población de 12 años y más económicamente activa ocupada,6207019039,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de la población de 12 años y más económicamente activa ocupada,,,,
Porcentaje de la población femenina de 12 años y más económicamente activa,6207019040,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de la población femenina de 12 años y más económicamente activa,,,,
Porcentaje de la población masculina de 12 años y más económicamente activa,6207019043,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de la población masculina de 12 años y más económicamente activa,,,,
Porcentaje de la población de 12 años y más no económicamente activa que estudia,6207019047,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de la población de 12 años y más no económicamente activa que estudia,,,,
Porcentaje de la población femenina de 12 años y más económicamente activa ocupada,6207019054,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de la población femenina de 12 años y más económicamente activa ocupada,,,,
Porcentaje de la población masculina de 12 años y más económicamente activa ocupada,6207019056,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de la población masculina de 12 años y más económicamente activa ocupada,,,,
Porcentaje de población de 12 años con condición de actividad económica no especificada,6207019059,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de población de 12 años con condición de actividad económica no especificada,,,,
Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada,6207019060,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de la población de 12 años y más no económicamente activa que es pensionada o jubilada,,,,
Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar,6207019064,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de la población de 12 años y más no económicamente activa que se dedica a los quehaceres del hogar,,,,
Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas,6207019065,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de la población de 12 años y más no económicamente activa que realiza otras actividades no económicas,,,,
Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar,6207019070,BISE,Demografía y Sociedad,Empleo y ocupación,Porcentaje de la población de 12 años y más no económicamente activa con alguna limitación física o mental que les impide trabajar,,,,
Personal ocupado total. Sector 46. Comercio al por menor,6207128136,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado total. Sector 46. Comercio al por menor,,,,
Personal ocupado total. Sector 43. Comercio al por mayor,6207128151,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado total. Sector 43. Comercio al por mayor,,,,
"Personal ocupado total. Resto de las actividades. Sectores 11, 22, 23, 48-49, 52",6207128161,BISE,Demografía y Sociedad,Empleo y ocupación,"Personal ocupado total. Resto de las actividades. Sectores 11, 22, 23, 48-49, 52",,,,
Estructura porcentual de personal ocupado. Hombres. Universo total,6207129061,BISE,Demografía y Sociedad,Empleo y ocupación,Estructura porcentual de personal ocupado. Hombres. Universo total,,,,
Estructura porcentual de personal ocupado. Mujeres . Universo total,6207129062,BISE,Demografía y Sociedad,Empleo y ocupación,Estructura porcentual de personal ocupado. Mujeres . Universo total,,,,
Personal ocupado que inició operaciones en el año censal. Universo total,6207129134,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado que inició operaciones en el año censal. Universo total,,,,
Personal ocupado que inició operaciones antes del año censal. Zona Rural. Universo total,6207129137,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado que inició operaciones antes del año censal. Zona Rural. Universo total,,,,
Personal ocupado en Zona Urbana. Servicios públicos. Universo total,6207129138,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado en Zona Urbana. Servicios públicos. Universo total,,,,
Personal ocupado que inició operaciones antes del año censal. Zona Urbana. Universo total,6207129139,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado que inició operaciones antes del año censal. Zona Urbana. Universo total,,,,
Personal ocupado en Zona Urbana. Asociaciones religiosas. Universo total,6207129140,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado en Zona Urbana. Asociaciones religiosas. Universo total,,,,
Personal ocupado de servicios públicos y asociaciones religiosas. Universo total,6207129141,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado de servicios públicos y asociaciones religiosas. Universo total,,,,
Personal ocupado en Zona Urbana. Sector privado y paraestatal. Universo total,6207129142,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado en Zona Urbana. Sector privado y paraestatal. Universo total,,,,
Personal ocupado que inició operaciones antes del año censal. Universo total,6207129145,BISE,Demografía y Sociedad,Empleo y ocupación,Personal ocupado que inició operaciones antes del año censal. Universo total,,,,
Tasa de crecimiento de Personal ocupado total. Sector privado y paraestatal,6207129551,BISE,Demografía y Sociedad,Empleo y ocupación,Tasa de crecimiento de Personal ocupado total. Sector privado y paraestatal,,,,
Proporción de escaños ocupados por mujeres en la Cámara de Diputados,6300000253,BISE,Demografía y Sociedad,Empleo y ocupación,Proporción de escaños ocupados por mujeres en la Cámara de Diputados,,,,
Proporción de escaños ocupados por mujeres en la Cámara de Senadores,6300000256,BISE,Demografía y Sociedad,Empleo y ocupación,Proporción de escaños ocupados por mujeres en la Cámara de Senadores,,,,
Proporción de mujeres en el total de asalariados en el sector no agropecuario - 14 años y más; serie 1995 - 2013,6300000259,BISE,Demografía y Sociedad,Empleo y ocupación,Proporción de mujeres en el total de asalariados en el sector no agropecuario - 14 años y más; serie 1995 - 2013,,,,
Defunciones registradas,1002000030,BISE,Demografía y Sociedad,Población,Defunciones registradas,,,,
Defunciones registradas. Hombres,1002000031,BISE,Demografía y Sociedad,Población,Defunciones registradas. Hombres,,,,
Defunciones registradas. Mujeres,1002000032,BISE,Demografía y Sociedad,Población,Defunciones registradas. Mujeres,,,,
Defunciones registradas. Sexo no especificado,1002000033,BISE,Demografía y Sociedad,Población,Defunciones registradas. Sexo no especificado,,,,
Defunciones registradas de menores de un año,1002000034,BISE,Demografía y Sociedad,Población,Defunciones registradas de menores de un año,,,,
Defunciones registradas de menores de un año. Hombres,1002000035,BISE,Demografía y Sociedad,Población,Defunciones registradas de menores de un año. Hombres,,,,
Defunciones registradas de menores de un año. Mujeres,1002000036,BISE,Demografía y Sociedad,Población,Defunciones registradas de menores de un año. Mujeres,,,,
Defunciones registradas de menores de un año. Sexo no especificado,1002000037,BISE,Demografía y Sociedad,Población,Defunciones registradas de menores de un año. Sexo no especificado,,,,
Tasa de defunciones por homicidio por cada 100 mil habitantes,6200002200,BISE,Demografía y Sociedad,Población,Tasa de defunciones por homicidio por cada 100 mil habitantes,,,,
Suicidios registrados,6200240338,BISE,Demografía y Sociedad,Población,Suicidios registrados,,,,
Índice de sobremortalidad masculina,6200240468,BISE,Demografía y Sociedad,Población,Índice de sobremortalidad masculina,,,,
Porcentaje de defunciones registradas por suicidio con respecto al total de muertes violentas,6200240526,BISE,Demografía y Sociedad,Población,Porcentaje de defunciones registradas por suicidio con respecto al total de muertes violentas,,,,
Porcentaje de hijos fallecidos de las mujeres de 15 a 49 años,6207019023,BISE,Demografía y Sociedad,Población,Porcentaje de hijos fallecidos de las mujeres de 15 a 49 años,,,,
Defunciones registradas por homicidio. Hombres,6300000252,BISE,Demografía y Sociedad,Población,Defunciones registradas por homicidio. Hombres,,,,
"Tasa de defunciones por homicidio por cada 100 mil habitantes, mujeres",6300000258,BISE,Demografía y Sociedad,Población,"Tasa de defunciones por homicidio por cada 100 mil habitantes, mujeres",,,,
Defunciones registradas por homicidio,6300000264,BISE,Demografía y Sociedad,Población,Defunciones registradas por homicidio,,,,
"Tasa de defunciones por homicidio por cada 100 mil habitantes, hombres",6300000265,BISE,Demografía y Sociedad,Población,"Tasa de defunciones por homicidio por cada 100 mil habitantes, hombres",,,,
Defunciones registradas por homicidio. Mujeres,6300000268,BISE,Demografía y Sociedad,Población,Defunciones registradas por homicidio. Mujeres,,,,
Matrimonios,1002000038,BISE,Demografía y Sociedad,Población,Matrimonios,,,,
Divorcios,1002000039,BISE,Demografía y Sociedad,Población,Divorcios,,,,
Relación divorcios - matrimonios,6200240337,BISE,Demografía y Sociedad,Población,Relación divorcios - matrimonios,,,,
Divorcios judiciales,6200240402,BISE,Demografía y Sociedad,Población,Divorcios judiciales,,,,
Porcentaje de personas de 12 años y más solteras,6200240462,BISE,Demografía y Sociedad,Población,Porcentaje de personas de 12 años y más solteras,,,,
Porcentaje de personas de 12 años y más casadas o unidas,6200240463,BISE,Demografía y Sociedad,Población,Porcentaje de personas de 12 años y más casadas o unidas,,,,
Tasa bruta de nupcialidad,6200240505,BISE,Demografía y Sociedad,Población,Tasa bruta de nupcialidad,,,,
Divorcios administrativos,6200240506,BISE,Demografía y Sociedad,Población,Divorcios administrativos,,,,
"Porcentaje de personas de 12 años y más separadas, divorciadas o viudas",6200240508,BISE,Demografía y Sociedad,Población,"Porcentaje de personas de 12 años y más separadas, divorciadas o viudas",,,,
Porcentaje de la población de 12 años y más viuda,6207019007,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 12 años y más viuda,,,,
Porcentaje de la población de 12 años y más casada,6207019009,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 12 años y más casada,,,,
Porcentaje de la población de 12 años y más soltera,6207019011,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 12 años y más soltera,,,,
Porcentaje de la población de 12 años y más separada,6207019012,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 12 años y más separada,,,,
Porcentaje de la población de 12 años y más divorciada,6207019016,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 12 años y más divorciada,,,,
Porcentaje de la población de 12 años y más en unión libre,6207019019,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 12 años y más en unión libre,,,,
Porcentaje de la población de 12 años y más sin especificar su situación conyugal,6207019051,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 12 años y más sin especificar su situación conyugal,,,,
Porcentaje de población inmigrante (migración reciente),3104003001,BISE,Demografía y Sociedad,Población,Porcentaje de población inmigrante (migración reciente),,,,
Población de 5 años y más inmigrante,6200205252,BISE,Demografía y Sociedad,Población,Población de 5 años y más inmigrante,,,,
Porcentaje de la población migrante internacional destino otro país,6200205255,BISE,Demografía y Sociedad,Población,Porcentaje de la población migrante internacional destino otro país,,,,
Población nacida en otro país residente en México,6200205259,BISE,Demografía y Sociedad,Población,Población nacida en otro país residente en México,,,,
Saldo neto migratorio interno de acuerdo con el lugar de residencia 5 años atrás de la población de 5 años y más,6200205262,BISE,Demografía y Sociedad,Población,Saldo neto migratorio interno de acuerdo con el lugar de residencia 5 años atrás de la población de 5 años y más,,,,
Porcentaje de la población migrante internacional destino no especificado,6200205264,BISE,Demografía y Sociedad,Población,Porcentaje de la población migrante internacional destino no especificado,,,,
Población nacida en otro país residente en México hombres,6200205268,BISE,Demografía y Sociedad,Población,Población nacida en otro país residente en México hombres,,,,
Porcentaje de población nacida en otro país residente en México,6200205272,BISE,Demografía y Sociedad,Población,Porcentaje de población nacida en otro país residente en México,,,,
Porcentaje de población masculina nacida en otro país residente en México,6200205274,BISE,Demografía y Sociedad,Población,Porcentaje de población masculina nacida en otro país residente en México,,,,
Población de 5 años y más emigrante,6200205277,BISE,Demografía y Sociedad,Población,Población de 5 años y más emigrante,,,,
Porcentaje de población femenina nacida en otro país residente en México,6200205282,BISE,Demografía y Sociedad,Población,Porcentaje de población femenina nacida en otro país residente en México,,,,
Población nacida en otro país residente en México mujeres,6200205284,BISE,Demografía y Sociedad,Población,Población nacida en otro país residente en México mujeres,,,,
Porcentaje de la población migrante internacional destino Estados Unidos de América,6200205285,BISE,Demografía y Sociedad,Población,Porcentaje de la población migrante internacional destino Estados Unidos de América,,,,
Índice de masculinidad de la población nacida en otro país residente en México,6200205288,BISE,Demografía y Sociedad,Población,Índice de masculinidad de la población nacida en otro país residente en México,,,,
Porcentaje de la población emigrante internacional a los Estados Unidos de América,6200240327,BISE,Demografía y Sociedad,Población,Porcentaje de la población emigrante internacional a los Estados Unidos de América,,,,
Porcentaje de la población emigrante internacional al resto del mundo,6200240349,BISE,Demografía y Sociedad,Población,Porcentaje de la población emigrante internacional al resto del mundo,,,,
Porcentaje de población emigrantes internacionales por causa no especificada,6200240350,BISE,Demografía y Sociedad,Población,Porcentaje de población emigrantes internacionales por causa no especificada,,,,
Porcentaje de la población de 5 y más años residentes en la entidad cinco años antes,6200240370,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 5 y más años residentes en la entidad cinco años antes,,,,
Porcentaje de población emigrantes internacionales para buscar trabajo o trabajar,6200240373,BISE,Demografía y Sociedad,Población,Porcentaje de población emigrantes internacionales para buscar trabajo o trabajar,,,,
Porcentaje de población emigrantes internacionales por inseguridad pública o violencia,6200240404,BISE,Demografía y Sociedad,Población,Porcentaje de población emigrantes internacionales por inseguridad pública o violencia,,,,
Porcentaje de la población emigrante internacional a países no especificados,6200240415,BISE,Demografía y Sociedad,Población,Porcentaje de la población emigrante internacional a países no especificados,,,,
Porcentaje de población emigrantes internacionales por regularización migratoria,6200240437,BISE,Demografía y Sociedad,Población,Porcentaje de población emigrantes internacionales por regularización migratoria,,,,
Saldo neto migratorio de la población de 5 y más años,6200240461,BISE,Demografía y Sociedad,Población,Saldo neto migratorio de la población de 5 y más años,,,,
Porcentaje de la población emigrante internacional a España,6200240485,BISE,Demografía y Sociedad,Población,Porcentaje de la población emigrante internacional a España,,,,
Porcentaje de la población de 5 y más años residentes en otra entidad cinco años antes,6200240501,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 5 y más años residentes en otra entidad cinco años antes,,,,
Porcentaje de la población de 5 y más años residentes en otro país cinco años antes,6200240502,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 5 y más años residentes en otro país cinco años antes,,,,
Porcentaje de la población emigrante internacional a Canadá,6200240516,BISE,Demografía y Sociedad,Población,Porcentaje de la población emigrante internacional a Canadá,,,,
Porcentaje de población emigrantes internacionales por estudios,6200240528,BISE,Demografía y Sociedad,Población,Porcentaje de población emigrantes internacionales por estudios,,,,
Porcentaje de población emigrantes internacionales por otro motivo,6200240541,BISE,Demografía y Sociedad,Población,Porcentaje de población emigrantes internacionales por otro motivo,,,,
Porcentaje de población emigrantes internacionales para reunirse con la familia,6200240543,BISE,Demografía y Sociedad,Población,Porcentaje de población emigrantes internacionales para reunirse con la familia,,,,
Porcentaje de la población de 5 y más años migrante según causa: Trabajo,6207129643,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 5 y más años migrante según causa: Trabajo,,,,
Porcentaje de la población de 5 y más años migrante según causa: Familiar,6207129644,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 5 y más años migrante según causa: Familiar,,,,
Porcentaje de la población de 5 y más años migrante según causa: Educativa,6207129645,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 5 y más años migrante según causa: Educativa,,,,
Porcentaje de la población de 5 y más años migrante según causa: Inseguridad delictiva o violencia,6207129646,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 5 y más años migrante según causa: Inseguridad delictiva o violencia,,,,
Porcentaje de la población de 5 y más años migrante según causa: Otra causa,6207129647,BISE,Demografía y Sociedad,Población,Porcentaje de la población de 5 y más años migrante según causa: Otra causa,,,,
Porcentaje de la población emigrante internacional por inseguridad delictiva,6207139344,BISE,Demografía y Sociedad,Población,Porcentaje de la población emigrante internacional por inseguridad delictiva,,,,
Porcentaje de la población emigrante internacional por que se casó o se fue a vivir con su pareja,6207139345,BISE,Demografía y Sociedad,Población,Porcentaje de la población emigrante internacional por que se casó o se fue a vivir con su pareja,,,,
Porcentaje de la población emigrante internacional por reunirse con la familia,6207139346,BISE,Demografía y Sociedad,Población,Porcentaje de la población emigrante internacional por reunirse con la familia,,,,
Porcentaje de la población emigrante internacional por causa no especificada,6207139347,BISE,Demografía y Sociedad,Población,Porcentaje de la población emigrante internacional por causa no especificada,,,,
Porcentaje de la población emigrante internacional por otra causa,6207139348,BISE,Demografía y Sociedad,Población,Porcentaje de la población emigrante internacional por otra causa,,,,
Porcentaje de la población emigrante internacional por estudiar,6207139349,BISE,Demografía y Sociedad,Población,Porcentaje de la población emigrante internacional por estudiar,,,,
